date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018-1,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",124,24,9.07,1.14,8.02,0,5.77,4,0,1385,678,96,215,0,396
2018-1,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",47,6,0.33,0.25,1.39,0,4.02,2,0,259,17,16,34,0,192
2018-1,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",62,9,4.42,0,1.26,0,3.32,1,0,403,203,0,29,0,171
2018-1,MQ,Envoy Air,GGG,"Longview, TX: East Texas Regional",58,9,1.9,1.34,2.18,0,3.57,2,0,442,34,110,53,0,245
2018-1,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",78,10,4.09,2.68,2.73,0,0.5,0,0,553,238,195,108,0,12
2018-1,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",54,10,3.2,0,1.8,0,5,0,0,434,220,0,42,0,172
2018-1,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International",68,15,4.47,1.39,5.07,0,4.07,3,0,921,315,141,222,0,243
2018-1,MQ,Envoy Air,GRI,"Grand Island, NE: Central Nebraska Regional",45,7,2.21,0,3.86,0,0.94,3,0,290,112,0,91,0,87
2018-1,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",57,13,5.01,1.4,2.45,0,4.14,0,0,1064,329,227,122,0,386
2018-1,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",181,42,9.96,3.1,16.37,0,12.57,5,1,1889,414,127,622,0,726
2018-1,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",203,50,11.5,3.2,17.03,0,18.27,8,0,2780,686,205,638,0,1251
2018-1,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",76,16,9.09,1.1,2.48,0,3.33,1,0,1031,481,53,133,0,364
2018-1,MQ,Envoy Air,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-1,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",8,1,0,0.61,0.39,0,0,0,0,31,0,19,12,0,0
2018-1,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",62,15,5.7,0.44,5.99,0,2.87,7,0,648,319,8,167,0,154
2018-1,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",7,5,0.87,0.11,1.63,0,2.39,0,0,252,88,7,63,0,94
2018-1,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",126,34,6.07,6.48,15.1,0,6.35,4,0,1936,442,439,559,0,496
2018-1,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",148,22,10.45,1.55,5.29,0,4.7,1,0,1138,424,180,185,0,349
2018-1,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",58,18,4.77,0.27,4.25,0,8.72,8,0,970,204,21,134,0,611
2018-1,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",280,75,21.33,3.5,32.64,0,17.53,3,1,3513,1041,232,1179,0,1061
2018-1,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",84,11,2.81,0.17,2.83,0,5.2,0,1,347,80,6,79,0,182
2018-1,,,JAX,"Jacksonville, FL: Jacksonville International",147,24,3.58,2.41,11.5,0.05,6.46,7,0,1196,246,106,425,9,410
2018-1,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",217,42,9.55,2.02,16.47,0,13.96,19,1,2305,505,424,655,0,721
2018-1,MQ,Envoy Air,JLN,"Joplin, MO: Joplin Regional",62,6,2.11,0,2.05,0,1.84,5,1,159,58,0,53,0,48
2018-1,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",62,12,4.63,0.15,1.3,0,5.92,1,0,469,151,9,59,0,250
2018-1,MQ,Envoy Air,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",93,10,3.05,1,0.45,0,5.5,1,0,581,199,29,45,0,308
2018-1,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",31,8,3.56,0,1.54,0,2.9,0,0,430,121,0,89,0,220
2018-1,MQ,Envoy Air,LCH,"Lake Charles, LA: Lake Charles Regional",61,11,4.71,0.2,2.18,0,3.91,3,0,1056,722,19,52,0,263
2018-1,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",114,31,7.31,1.17,14.42,0,8.11,2,0,1439,457,120,404,0,458
2018-1,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",117,19,6.06,1.58,4.22,0,7.13,7,0,1150,287,100,166,0,597
2018-1,MQ,Envoy Air,LGA,"New York, NY: LaGuardia",997,318,55.36,12.83,161.34,1.17,87.29,90,3,20929,5575,1177,8222,35,5920
2018-1,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",294,52,16.66,3.73,10.61,0,21,7,0,3542,863,366,536,0,1777
2018-1,MQ,Envoy Air,LRD,"Laredo, TX: Laredo International",106,22,5.74,2.88,7.69,0,5.69,6,0,1058,176,377,224,0,281
2018-1,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",48,10,3.39,0.74,4.31,0,1.56,0,0,500,149,47,178,0,126
2018-1,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",32,5,3,0.44,0.79,0,0.77,0,0,350,177,56,81,0,36
2018-1,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",83,22,6.77,2.77,9.59,0,2.86,1,0,946,291,125,368,0,162
2018-1,MQ,Envoy Air,MDT,"Harrisburg, PA: Harrisburg International",89,17,2.66,1.49,5.24,0,7.62,2,0,732,127,61,173,0,371
2018-1,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",80,24,7.78,1.53,8.05,0,6.64,1,0,1285,328,129,430,0,398
2018-1,MQ,Envoy Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",35,10,5.22,0.33,0.97,0,3.48,0,0,603,253,18,65,0,267
2018-1,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional",11,4,0.23,0.49,0.63,0,2.65,1,0,206,14,20,26,0,146
2018-1,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",130,30,7.02,2.29,8.94,0,11.74,2,0,1346,264,221,250,0,611
2018-1,MQ,Envoy Air,MIA,"Miami, FL: Miami International",722,141,42,2.39,50.84,0,45.77,22,1,9770,4038,196,1780,0,3756
2018-1,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",27,14,6.12,1.03,5.47,0,1.38,0,0,509,260,40,169,0,40
2018-1,MQ,Envoy Air,MLI,"Moline, IL: Quad City International",82,19,3.15,1.95,7.29,0,6.61,3,0,971,139,71,302,0,459
2018-1,MQ,Envoy Air,MQT,"Marquette, MI: Sawyer International",31,10,2.16,0.31,5.75,0,1.78,4,1,546,174,12,179,0,181
2018-1,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",163,31,9.63,3.63,8.76,0,8.98,2,0,1566,429,239,287,0,611
2018-1,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-1,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47,18,0.85,3.05,11.5,0.19,2.41,1,0,716,60,187,325,5,139
2018-1,MQ,Envoy Air,MTJ,"Montrose/Delta, CO: Montrose Regional",12,4,1.26,0,0.87,0,1.87,0,0,228,50,0,47,0,131
2018-1,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",178,36,14.05,3.21,8.61,0,10.13,4,0,1873,651,237,364,0,621
2018-1,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",119,28,6.8,3.4,11.64,0,6.16,2,1,1619,362,215,406,0,636
2018-1,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",4704,1098,180.21,54.05,427.38,2.18,434.19,166,6,69063,18761,5530,18174,37,26561
2018-1,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",179,37,9.01,2.34,9.86,0,15.79,20,1,2181,391,536,428,0,826
2018-1,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",185,46,10.83,2.86,13.97,0,18.34,6,1,2428,604,145,688,0,991
2018-1,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",185,35,11.97,0.38,8.16,0,14.49,2,0,1776,578,15,232,0,951
2018-1,MQ,Envoy Air,PVD,"Providence, RI: Theodore Francis Green State",57,13,0.08,3.17,6.48,0,3.27,5,1,377,5,94,171,0,107
2018-1,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional",21,4,0.44,1.13,1.82,0,0.61,1,0,197,17,22,91,0,67
2018-1,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",144,29,7.19,0.35,3.44,0,18.02,22,0,1280,217,17,103,0,943
2018-1,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International",148,37,11.75,1.6,8.03,0,15.62,10,0,1875,493,78,263,0,1041
2018-1,MQ,Envoy Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",18,4,0,0.19,2.22,0,1.58,2,0,193,0,18,92,0,83
2018-1,MQ,Envoy Air,ROC,"Rochester, NY: Greater Rochester International",121,36,11.62,2.2,11.83,0,10.36,1,0,1917,634,90,565,0,628
2018-1,MQ,Envoy Air,ROW,"Roswell, NM: Roswell International Air Center",37,4,1.67,0,1,0,1.33,0,1,253,152,0,16,0,85
2018-1,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",38,10,0.55,0.24,6.95,0,2.26,3,0,337,22,13,220,0,82
2018-1,MQ,Envoy Air,SAT,"San Antonio, TX: San Antonio International",26,11,0.33,3.07,5.58,0,2.02,0,0,634,38,306,154,0,136
2018-1,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",5,1,0.12,0,0.13,0,0.76,2,0,86,10,0,11,0,65
2018-1,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",167,41,9.6,4.25,15.62,0,11.52,6,0,1616,392,201,503,0,520
2018-1,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",397,78,24.35,6.13,19.08,1.99,26.45,13,2,3928,1291,286,742,48,1561
2018-1,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",112,21,6.08,1.03,3.5,0,10.38,3,0,1000,239,47,139,0,575
2018-1,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",128,22,3.96,0.26,8.83,0,8.95,2,1,1070,348,27,251,0,444
2018-1,MQ,Envoy Air,SPI,"Springfield, IL: Abraham Lincoln Capital",50,15,2.51,0.12,4.89,0,7.48,1,0,652,82,6,131,0,433
2018-1,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",91,10,4.91,1,1.24,0,2.85,3,0,535,261,30,25,0,219
2018-1,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",112,19,5.74,0.38,3.63,0,9.25,5,0,1198,279,26,215,0,678
2018-1,MQ,Envoy Air,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",94,18,5.65,1.06,6.22,0,5.08,6,0,1068,207,207,206,0,448
2018-1,MQ,Envoy Air,SWO,"Stillwater, OK: Stillwater Regional",58,11,4.41,0,1.83,0,4.76,0,0,683,284,0,46,0,353
2018-1,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",58,17,4.88,2.41,6.47,0,3.24,2,0,900,341,187,231,0,141
2018-1,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",169,24,8.12,1.34,2.12,0,12.42,3,0,1237,345,139,130,0,623
2018-1,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",62,15,1.21,1.1,9.41,0,3.29,1,1,617,41,123,292,0,161
2018-1,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",61,18,4.13,2.54,7.49,0,3.84,1,0,882,204,120,298,0,260
2018-1,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",35,6,0,0.98,3.49,0,1.53,1,0,228,0,32,95,0,101
2018-1,MQ,Envoy Air,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",79,8,4.55,0,2.45,0,1,5,0,284,190,0,53,0,41
2018-1,MQ,Envoy Air,TYR,"Tyler, TX: Tyler Pounds Regional",111,14,4.56,0.71,3.5,0,5.23,7,0,1121,194,103,132,0,692
2018-1,MQ,Envoy Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",9,3,1.12,1,0.88,0,0,0,0,110,33,56,21,0,0
2018-1,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",393,68,19.47,5.48,20.55,0,22.49,7,6,3321,910,422,827,0,1162
2018-1,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",310,37,8.39,0.65,22.81,0,5.15,14,0,2949,778,24,1923,0,224
2018-1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",629,105,28.17,2.88,55.27,1,17.68,10,0,6276,2009,135,2959,18,1155
2018-1,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",186,14,9.23,0,0.4,0,4.37,9,0,824,506,0,21,0,297
2018-1,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",494,91,14.26,0.21,52.23,0,24.31,44,0,5263,882,25,2633,0,1723
2018-1,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",13,1,0,0,1,0,0,0,0,108,0,0,108,0,0
2018-1,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",635,87,23.31,1.43,33.54,2,26.72,8,0,8259,2344,79,3012,45,2779
2018-1,,,CAK,"Akron, OH: Akron-Canton Regional",75,12,4.86,0.01,2.13,0,5,0,0,1456,328,8,775,0,345
2018-1,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",230,22,5.94,0,6.05,0,10.01,1,0,2570,321,0,330,0,1919
2018-1,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",258,33,10.35,1.25,15.33,0,6.07,2,0,3064,441,120,2157,0,346
2018-1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",608,81,23.92,0.48,34.44,2.93,19.22,6,1,5490,2085,15,1565,70,1755
2018-1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",890,136,31.54,1.62,71.79,0.96,30.09,9,0,8761,1749,45,3408,25,3534
2018-1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",293,58,7.7,0,47.95,0,2.35,18,0,3328,416,0,2832,0,80
2018-1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1483,231,46.96,6.75,124.55,2.04,50.71,36,2,19469,5483,281,7773,52,5880
2018-1,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",30,3,1.98,0,1.02,0,0,4,0,979,944,0,35,0,0
2018-1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",496,60,10.71,1.14,32.8,0,15.35,20,1,3652,655,36,1799,0,1162
2018-1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1054,112,24.38,4.38,51.92,0.23,31.09,17,1,6847,1580,176,3249,13,1829
2018-1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",682,83,24.28,3,37.05,0.94,17.74,7,1,4683,1920,84,1483,15,1181
2018-1,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",93,15,4.07,2,2.22,1,5.7,2,0,852,163,79,70,20,520
2021-1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341,78,9.27,5.27,58.08,0.86,4.51,16,0,5053,771,430,3650,25,177
2018-1,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",124,10,4.9,0,4.41,0,0.69,1,0,599,352,0,218,0,29
2018-1,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1100,197,38.13,2.29,119.73,1.26,35.58,24,1,11336,2042,141,6276,26,2851
2018-1,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",390,37,8.75,0,16.34,1,10.91,16,0,2414,726,0,746,18,924
2018-1,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",498,63,17.53,2.12,34.57,0.79,7.98,23,1,3855,1103,95,1858,23,776
2018-1,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",186,24,7.98,0,14.02,0,2,13,0,1320,491,0,785,0,44
2018-1,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",155,16,5.01,0,6.76,0,4.23,1,0,1046,201,0,507,0,338
2018-1,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",774,106,17.56,2.75,63.82,0,21.86,10,1,6505,964,123,4051,0,1367
2018-1,NK,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",31,4,1.12,0,2.21,0,0.67,3,0,141,42,0,61,0,38
2018-1,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",93,17,4.77,1,8.58,0,2.64,4,0,905,325,27,408,0,145
2018-1,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",31,5,1,0,3,0,1,1,0,353,66,0,111,0,176
2018-1,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",248,41,10.92,0,24.32,0,5.76,6,0,2407,725,0,1240,0,442
2018-1,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93,6,1.78,0,2.15,0,2.07,1,0,224,67,0,82,0,75
2018-1,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",191,19,4.69,1,7.34,0,5.96,5,1,1221,403,21,405,0,392
2018-1,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",509,91,15.45,4.55,58.35,0,12.66,15,1,5600,1801,397,2192,0,1210
2018-1,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",155,26,6.22,0,13.96,0,5.82,5,1,1167,358,0,574,0,235
2018-1,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",93,11,5.47,0,2.68,0,2.85,0,0,1414,1162,0,147,0,105
2018-1,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",82,17,7.41,0,6.95,0,2.65,0,0,833,422,0,244,0,167
2018-1,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",9,4,0.67,0,3,0,0.33,0,0,110,20,0,75,0,15
2018-1,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",618,89,22.86,2.75,48.47,0,14.93,18,0,4150,1111,106,1743,0,1190
2018-1,OH,PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",62,17,6.12,0.11,4.02,0,6.74,1,0,682,224,20,175,0,263
2018-1,OH,PSA Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",58,11,6.5,0.08,1.67,0,2.75,2,0,612,246,10,139,0,217
2018-1,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",140,31,10.84,1.3,5.33,0,13.52,9,0,2191,489,60,208,0,1434
2018-1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",68,12,5.13,0,3.04,0,3.83,3,0,470,228,0,82,0,160
2018-1,OH,PSA Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-1,OH,PSA Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",148,40,14.66,0.21,6.48,0.07,18.58,7,0,1999,494,13,168,11,1313
2018-1,OH,PSA Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",98,17,6.62,1,2.04,0,7.34,6,0,811,234,113,47,0,417
2018-1,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",115,38,12.21,4.64,8.57,0,12.59,6,0,2817,1028,475,405,0,909
2018-1,OH,PSA Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",227,54,18.87,2.26,14.39,0,18.47,12,1,3832,1722,303,650,0,1157
2018-1,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",169,45,14.15,2.33,4.63,0,23.89,5,3,3783,1319,89,320,0,2055
2018-1,OH,PSA Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",23,6,1.45,0.71,1.29,0,2.55,2,0,309,66,27,29,0,187
2018-1,OH,PSA Airlines Inc.,BTV,"Burlington, VT: Burlington International",99,24,9.59,2,5.73,0,6.69,10,0,1629,631,257,231,0,510
2018-1,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",57,7,2.42,0,0.86,0,3.71,6,0,836,93,0,29,0,714
2018-1,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-1,OH,PSA Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",41,10,4.12,0.01,0.11,0,5.76,3,0,677,241,1,3,0,432
2018-1,OH,PSA Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",258,88,38.75,3.39,13.05,0.56,32.25,20,0,6237,2441,375,558,10,2853
2018-1,OH,PSA Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",162,41,16.64,0.64,11.41,0,12.31,8,0,2498,1002,121,446,0,929
2018-1,OH,PSA Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",169,32,12.37,0.76,8.04,0,10.83,7,2,1894,606,104,389,0,795
2018-1,OH,PSA Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",331,69,23.29,0.54,16.77,0,28.4,61,1,4374,1237,86,605,0,2446
2018-1,OH,PSA Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",63,12,5.48,0,4.89,0,1.63,3,0,573,318,0,155,0,100
